ID,PHOTO,NAME,TEAM,FC_BC,#,COLLEGE,WEIGHT,HEIGHT,AGE,DOB,EXP,POS
1642359,https://cdn.nba.com/headshots/nba/latest/520x380/1642359.png,Pacôme Dadiet,NYK,FC,4,None,210,"6'8""",20,7/27/2005,1,SF
1630574,https://cdn.nba.com/headshots/nba/latest/260x190/1630574.png,Ariel Hukporti,NYK,FC,55,None,246,"6'11""",23,12/04/2002,1,C
1642885,https://cdn.nba.com/headshots/nba/latest/520x380/1642885.png,Mohamed Diawara,NYK,FC,51,None,225,"6'9""",20,4/29/2005,0,PF
1630621,https://cdn.nba.com/headshots/nba/latest/520x380/1630621.png,Hunter Dickinson,NOP,FC,4,Michigan,271,"7'1""",25,11/25/2000,0,C
1641725,https://cdn.nba.com/headshots/nba/latest/520x380/1641725.png,Trey Alexander,NOP,BC,23,Creighton,187,"6'4""",24,03/05/2002,1,SG
1642877,https://cdn.nba.com/headshots/nba/latest/520x380/1642877.png,Micah Peavy,NOP,BC,14,Georgetown,225,"6'7""",24,7/26/2001,0,SF
1631121,https://cdn.nba.com/headshots/nba/latest/260x190/1631121.png,Bryce McGowens,NOP,BC,11,Nebraska,197,"6'6""",23,08/11/2002,3,SG
1630531,https://cdn.nba.com/headshots/nba/latest/520x380/1630531.png,Jaden Springer,,BC,9,Tennessee,225,"6'4""",23,25/09/2002,4,SG
1642402,https://cdn.nba.com/headshots/nba/latest/520x380/1642402.png,Enrique Freeman,MIN,FC,25,Akron,211,"6'9""",25,7/29/2000,1,PF
1631159,https://cdn.nba.com/headshots/nba/latest/520x380/1631159.png,Leonard Miller,CHI,FC,33,None,223,"6'10""",22,11/26/2003,2,PF
1642866,https://cdn.nba.com/headshots/nba/latest/520x380/1642866.png,Joan Beringer,MIN,FC,19,None,239,"6'11""",19,11/11/2006,,C
1642911,https://cdn.nba.com/headshots/nba/latest/520x380/1642911.png,Rocco Zikarsky,MIN,FC,44,None,254,"7'3""",19,11/07/2006,,C
1641740,https://cdn.nba.com/headshots/nba/latest/520x380/1641740.png,Jaylen Clark,MIN,BC,22,UCLA,208,"6'5""",24,10/13/2001,1,PG
1631250,https://cdn.nba.com/headshots/nba/latest/520x380/1631250.png,Pete Nance,MIL,FC,35,North Carolina,226,"6'9""",26,2/19/2000,2,PF
203648,https://cdn.nba.com/headshots/nba/latest/520x380/203648.png,Thanasis Antetokounmpo,MIL,FC,43,None,219,"6'7""",33,7/18/1992,6,SF
1641890,https://cdn.nba.com/headshots/nba/latest/520x380/1641890.png,Tyler Smith,DAL,FC,21,None,220,"6'9""",21,11/02/2004,1,PF
1630579,https://cdn.nba.com/headshots/nba/latest/520x380/1630579.png,Jericho Sims,MIL,FC,0,Texas,261,"6'10""",27,10/20/1998,4,C
1630828,https://cdn.nba.com/headshots/nba/latest/520x380/1630828.png,Alex Antetokounmpo,MIL,FC,29,None,214,"6'8""",24,26/08/2001,,SF
1641813,https://cdn.nba.com/headshots/nba/latest/520x380/1641813.png,Mark Sears,MIL,BC,19,Alabama,192,"6'0""",24,2/19/2002,0,PG
1642352,https://cdn.nba.com/headshots/nba/latest/520x380/1642352.png,Keshad Johnson,MIA,FC,16,Arizona,225,"6'7""",24,6/23/2001,1,PF
1642066,https://cdn.nba.com/headshots/nba/latest/520x380/1642066.png,Myron Gardner,MIA,FC,15,Arkansas-Little Rock,220,"6'6""",24,5/21/2001,0,SF
1642884,https://cdn.nba.com/headshots/nba/latest/520x380/1642884.png,Vladislav Goldin,MIA,FC,50,Michigan,253,"7'0""",24,12/05/2001,0,C
1642443,https://cdn.nba.com/headshots/nba/latest/520x380/1642443.png,Jahmir Young,MIA,BC,17,Maryland,185,"6'1""",25,07/08/2000,1,PG
1641796,https://cdn.nba.com/headshots/nba/latest/520x380/1641796.png,Pelle Larsson,MIA,BC,9,Arizona,215,"6'5""",25,2/23/2001,1,SG
1641765,https://cdn.nba.com/headshots/nba/latest/520x380/1641765.png,Olivier-Maxence Prosper,MEM,FC,18,Marquette,230,"6'7""",23,03/07/2002,2,PF
1641790,https://cdn.nba.com/headshots/nba/latest/520x380/1641790.png,PJ Hall,CHA,FC,16,Clemson,245,"6'10""",24,2/21/2002,1,C
1642285,https://cdn.nba.com/headshots/nba/latest/260x190/1642285.png,Cam Spencer,MEM,BC,24,Connecticut,205,"6'4""",25,06/04/2000,1,SG
1642914,https://cdn.nba.com/headshots/nba/latest/520x380/1642914.png,Javon Small,MEM,BC,10,West Virginia,190,"6'1""",23,12/19/2002,0,SG
1643024,https://cdn.nba.com/headshots/nba/latest/260x190/1643024.png,Chris Mañon,LAL,BC,30,Vanderbilt,212,"6'4""",24,09/12/2001,0,PG
1642876,https://cdn.nba.com/headshots/nba/latest/520x380/1642876.png,Adou Thiero,LAL,BC,1,Arkansas,234,"6'7""",21,08/05/2004,0,SG
1631132,https://cdn.nba.com/headshots/nba/latest/260x190/1631132.png,Christian Koloko,ATL,FC,10,Arizona,223,"7'0""",25,6/20/2000,3,C
1641738,https://cdn.nba.com/headshots/nba/latest/520x380/1641738.png,Kobe Brown,IND,FC,24,Missouri,250,"6'7""",26,01/01/2000,2,PF
1642949,https://cdn.nba.com/headshots/nba/latest/520x380/1642949.png,Yanic Konan Niederhäuser,LAC,FC,14,Penn State,243,"6'11""",22,3/14/2003,0,C
1643141,https://cdn.nba.com/headshots/nba/latest/520x380/1643141.png,Jahmyl Telfort,LAC,FC,19,Butler,225,"6'7""",24,4/30/2001,0,PF
1641757,https://cdn.nba.com/headshots/nba/latest/520x380/1641757.png,Jordan Miller,LAC,BC,22,Miami (FL),194,"6'5""",26,1/23/2000,2,SF
1642353,https://cdn.nba.com/headshots/nba/latest/260x190/1642353.png,Cam Christie,LAC,BC,12,Minnesota,190,"6'6""",20,7/24/2005,1,SG
1642920,https://cdn.nba.com/headshots/nba/latest/520x380/1642920.png,Kobe Sanders,LAC,BC,4,Nevada,203,"6'7""",23,5/30/2002,0,SG
1642484,https://cdn.nba.com/headshots/nba/latest/520x380/1642484.png,RayJ Dennis,ATL,FC,10,Baylor,180,"6'2""",24,3/30/2001,1,SG
1628396,https://cdn.nba.com/headshots/nba/latest/520x380/1628396.png,Tony Bradley,IND,FC,13,North Carolina,248,"6'11""",27,08/01/1998,7,C
1631245,https://cdn.nba.com/headshots/nba/latest/520x380/1631245.png,Quenton Jackson,IND,BC,29,Texas A&M,173,"6'5""",27,9/15/1998,3,SG
1642277,https://cdn.nba.com/headshots/nba/latest/520x380/1642277.png,Johnny Furphy,IND,BC,12,Kansas,200,"6'9""",21,08/12/2004,1,SF
1642880,https://cdn.nba.com/headshots/nba/latest/520x380/1642880.png,Kam Jones,IND,BC,7,Marquette,202,"6'3""",24,2/25/2002,0,PG
1643007,https://cdn.nba.com/headshots/nba/latest/520x380/1643007.png,Taelon Peter,IND,BC,4,Liberty,185,"6'4""",24,2/27/2002,0,SG
1630256,https://cdn.nba.com/headshots/nba/latest/520x380/1630256.png,Jae'Sean Tate,HOU,FC,8,Ohio State,226,"6'5""",30,10/28/1995,5,SF
1642384,https://cdn.nba.com/headshots/nba/latest/520x380/1642384.png,Isaiah Crawford,HOU,FC,27,Louisiana Tech,220,"6'6""",25,01/11/2001,1,SF
1630284,https://cdn.nba.com/headshots/nba/latest/520x380/1630284.png,Kevon Harris,,BC,0,Stephen F. Austin,220,"6'6""",28,24/06/1997,2,SG
1631120,https://cdn.nba.com/headshots/nba/latest/520x380/1631120.png,JD Davison,HOU,BC,4,Alabama,215,"6'3""",23,03/10/2002,3,PG
1630611,https://cdn.nba.com/headshots/nba/latest/520x380/1630611.png,Gui Santos,GSW,FC,15,None,185,"6'6""",23,6/22/2002,2,SF
1642050,https://cdn.nba.com/headshots/nba/latest/520x380/1642050.png,Jackson Rowe,,FC,44,Cal State Fullerton,210,"6'7""",28,01/04/1997,1,PF
1642893,https://cdn.nba.com/headshots/nba/latest/520x380/1642893.png,Alex Toohey,,FC,22,None,223,"6'8""",21,05/05/2004,0,PF
1630311,https://cdn.nba.com/headshots/nba/latest/520x380/1630311.png,Pat Spencer,GSW,BC,61,Northwestern,205,"6'3""",29,04/07/1996,2,SG
1642954,https://cdn.nba.com/headshots/nba/latest/520x380/1642954.png,Will Richard,GSW,BC,3,Florida,206,"6'4""",23,12/24/2002,0,SG
1641752,https://cdn.nba.com/headshots/nba/latest/260x190/1641752.png,Bobi Klintman,DET,FC,34,Wake Forest,212,"6'9""",22,06/03/2003,1,PF
1642449,https://cdn.nba.com/headshots/nba/latest/520x380/1642449.png,Tolu Smith,DET,FC,35,Mississippi State,245,"6'11""",25,7/26/2000,1,PF
1642450,https://cdn.nba.com/headshots/nba/latest/260x190/1642450.png,Daniss Jenkins,DET,BC,24,St. John's,185,"6'4""",24,8/17/2001,1,PG
1642404,https://cdn.nba.com/headshots/nba/latest/260x190/1642404.png,Chaz Lanier,DET,BC,20,Tennessee,207,"6'4""",24,12/19/2001,0,SG
1641732,https://cdn.nba.com/headshots/nba/latest/260x190/1641732.png,Colby Jones,DET,BC,0,Xavier,205,"6'6""",23,5/28/2002,2,SG
1630192,https://cdn.nba.com/headshots/nba/latest/520x380/1630192.png,Zeke Nnaji,DEN,FC,22,Arizona,240,"6'9""",24,09/01/2001,5,C
1641816,https://cdn.nba.com/headshots/nba/latest/520x380/1641816.png,Hunter Tyson,DEN,FC,5,Clemson,215,"6'8""",25,6/13/2000,2,SF
1642461,https://cdn.nba.com/headshots/nba/latest/520x380/1642461.png,Spencer Jones,DEN,FC,21,Stanford,225,"6'7""",24,6/14/2001,1,PF
1629618,https://cdn.nba.com/headshots/nba/latest/520x380/1629618.png,Jalen Pickett,DEN,BC,24,Penn State,202,"6'2""",26,10/22/1999,2,SG
1642926,https://cdn.nba.com/headshots/nba/latest/520x380/1642926.png,Tamar Bates,DEN,BC,7,Missouri,195,"6'5""",22,21/02/2003,0,PG
1642938,https://cdn.nba.com/headshots/nba/latest/520x380/1642938.png,Curtis Jones,DEN,BC,1,Iowa State,190,"6'4""",25,1/30/2001,0,SG
1630619,https://cdn.nba.com/headshots/nba/latest/520x380/1630619.png,Moussa Cisse,DAL,FC,45,Memphis,229,"6'11""",23,10/09/2002,0,C
1642939,https://cdn.nba.com/headshots/nba/latest/520x380/1642939.png,Miles Kelly,DAL,BC,14,Auburn,190,"6'6""",23,1/26/2003,0,SG
1642948,https://cdn.nba.com/headshots/nba/latest/520x380/1642948.png,Ryan Nembhard,DAL,BC,9,Gonzaga,180,"6'0""",22,10/03/2003,0,PG
1631247,https://cdn.nba.com/headshots/nba/latest/520x380/1631247.png,Luke Travers,CLE,FC,33,None,208,"6'7""",24,03/09/2001,1,SF
1641772,https://cdn.nba.com/headshots/nba/latest/520x380/1641772.png,Nae'Qwan Tomlin,CLE,FC,30,Memphis,205,"6'8""",25,10/12/2000,1,PF
1642281,https://cdn.nba.com/headshots/nba/latest/520x380/1642281.png,Jaylon Tyson,CLE,BC,20,California,218,"6'6""",24,02/12/2002,1,SF
1642878,https://cdn.nba.com/headshots/nba/latest/520x380/1642878.png,Tyrese Proctor,CLE,BC,24,Duke,183,"6'4""",22,01/04/2004,0,SG
1641801,https://cdn.nba.com/headshots/nba/latest/520x380/1641801.png,Emanuel Miller,SAS,FC,2,TCU,215,"6'7""",25,6/19/2000,1,PF
1642950,https://cdn.nba.com/headshots/nba/latest/520x380/1642950.png,Lachlan Olbrich,CHI,FC,47,None,230,"6'9""",22,12/30/2003,0,PF
1628975,https://cdn.nba.com/headshots/nba/latest/520x380/1628975.png,Jevon Carter,ORL,BC,5,West Virginia,200,"6'1""",30,9/14/1995,7,SG
1642280,https://cdn.nba.com/headshots/nba/latest/520x380/1642280.png,Trentyn Flowers,CHI,FC,,None,185,"6'9""",20,08/03/2005,1,SG
1641809,https://cdn.nba.com/headshots/nba/latest/520x380/1641809.png,Drew Peterson,CHA,BC,13,Southern California,205,"6'9""",26,09/11/1999,2,PF
1642883,https://cdn.nba.com/headshots/nba/latest/520x380/1642883.png,Sion James,CHA,BC,4,Duke,218,"6'5""",23,04/12/2002,0,SG
1626192,https://cdn.nba.com/headshots/nba/latest/520x380/1626192.png,Pat Connaughton,CHA,BC,21,Notre Dame,209,"6'5""",32,06/01/1993,10,SG
1641810,https://cdn.nba.com/headshots/nba/latest/520x380/1641810.png,Antonio Reeves,CHA,BC,12,Kentucky,205,"6'5""",25,11/20/2000,1,SG
1630604,https://cdn.nba.com/headshots/nba/latest/520x380/1630604.png,E.J. Liddell,BKN,FC,9,Ohio State,234,"6'6""",25,12/18/2000,2,PF
1630623,https://cdn.nba.com/headshots/nba/latest/520x380/1630623.png,Tyson Etienne,BKN,BC,10,Wichita State,204,"6'1""",26,9/17/1999,1,PG
1641775,https://cdn.nba.com/headshots/nba/latest/520x380/1641775.png,Jordan Walsh,BOS,FC,27,Arkansas,208,"6'7""",22,03/03/2004,2,SF
1642873,https://cdn.nba.com/headshots/nba/latest/260x190/1642873.png,Amari Williams,BOS,FC,77,Kentucky,262,"7'0""",24,1/28/2002,0,C
1631169,https://cdn.nba.com/headshots/nba/latest/520x380/1631169.png,Josh Minott,BKN,FC,8,Memphis,212,"6'8""",23,11/25/2002,3,PF
1630568,https://cdn.nba.com/headshots/nba/latest/520x380/1630568.png,Luka Garza,BOS,FC,52,Iowa,243,"6'10""",27,12/27/1998,4,C
1642917,https://cdn.nba.com/headshots/nba/latest/520x380/1642917.png,Max Shulga,BOS,BC,44,Virginia Commonwealth,210,"6'5""",23,6/25/2002,0,SG
1631199,https://cdn.nba.com/headshots/nba/latest/520x380/1631199.png,Ron Harper Jr.,BOS,BC,13,Rutgers,239,"6'5""",25,12/04/2000,3,SF
1631243,https://cdn.nba.com/headshots/nba/latest/520x380/1631243.png,Mouhamed Gueye,ATL,FC,18,Washington State,210,"6'11""",23,09/11/2002,2,PF
1642947,https://cdn.nba.com/headshots/nba/latest/520x380/1642947.png,Eli John Ndiaye,,FC,30,None,209,"6'8""",21,26/06/2004,0,PF
1630811,https://cdn.nba.com/headshots/nba/latest/520x380/1630811.png,Keaton Wallace,ATL,BC,2,Texas-San Antonio,185,"6'3""",27,2/26/1999,1,SG
1642365,https://cdn.nba.com/headshots/nba/latest/520x380/1642365.png,Nikola Djurisic,,BC,22,None,209,"6'8""",21,23/02/2004,0,SF
1631216,https://cdn.nba.com/headshots/nba/latest/260x190/1631216.png,Caleb Houstan,ATL,BC,33,Michigan,235,"6'8""",22,09/01/2003,3,SG
1642368,https://cdn.nba.com/headshots/nba/latest/520x380/1642368.png,N'Faly Dante,ATL,FC,12,Oregon,265,"6'11""",24,10/19/2001,1,C
1641854,https://cdn.nba.com/headshots/nba/latest/260x190/1641854.png,Craig Porter Jr.,CLE,BC,9,Wichita State,185,"6'1""",26,2/26/2000,2,PG
1642355,https://cdn.nba.com/headshots/nba/latest/260x190/1642355.png,Bronny James,LAL,BC,9,Southern California,209,"6'2""",21,06/10/2004,1,PG
1641998,https://cdn.nba.com/headshots/nba/latest/520x380/1641998.png,Trey Jemison III,NYK,FC,50,UAB,270,"6'11""",26,11/28/1999,2,C
1628502,https://cdn.nba.com/headshots/nba/latest/520x380/1628502.png,Nigel Hayes-Davis,PHX,FC,40,Wisconsin,254,"6'8""",31,12/16/1994,1,SF
1642357,https://cdn.nba.com/headshots/nba/latest/260x190/1642357.png,David Jones Garcia,SAS,FC,25,Memphis,215,"6'4""",24,11/24/2001,0,PF
201599,https://cdn.nba.com/headshots/nba/latest/260x190/201599.png,DeAndre Jordan,NOP,FC,6,Texas A&M,265,"6'11""",37,7/21/1988,16,C
1630644,https://cdn.nba.com/headshots/nba/latest/260x190/1630644.png,Mac McClung,CHI,BC,3,Texas Tech,185,"6'2""",26,06/01/1999,3,SG
1630526,https://cdn.nba.com/headshots/nba/latest/260x190/1630526.png,Jeremiah Robinson-Earl,DAL,FC,50,Villanova,240,"6'9""",25,11/03/2000,4,PF
1629646,https://cdn.nba.com/headshots/nba/latest/260x190/1629646.png,Charles Bassey,PHI,FC,28,Western Kentucky,230,"6'10""",25,10/28/2000,4,C
1628998,https://cdn.nba.com/headshots/nba/latest/260x190/1628998.png,Cody Martin,IND,FC,17,Nevada,205,"6'6""",30,9/28/1995,7,SF
1630173,https://cdn.nba.com/headshots/nba/latest/260x190/1630173.png,Precious Achiuwa,SAC,FC,5,Memphis,243,"6'8""",26,9/19/1999,6,PF
1628420,https://cdn.nba.com/headshots/nba/latest/260x190/1628420.png,Monte Morris,IND,BC,23,Iowa State,183,"6'2""",30,6/27/1995,8,SG
1631111,https://cdn.nba.com/headshots/nba/latest/260x190/1631111.png,Wendell Moore Jr.,DET,BC,9,Duke,215,"6'5""",24,9/18/2001,3,PG
1629726,https://cdn.nba.com/headshots/nba/latest/260x190/1629726.png,Garrison Mathews,IND,BC,24,Lipscomb,215,"6'5""",29,10/24/1996,6,PG
1642942,https://cdn.nba.com/headshots/nba/latest/260x190/1642942.png,Jahmai Mashack,MEM,BC,,Tennessee,203,"6'4""",23,11/10/2002,0,SG
1631123,https://cdn.nba.com/headshots/nba/latest/260x190/1631123.png,Jamaree Bouyea,PHX,BC,15,San Francisco,180,"6'2""",26,6/27/1999,3,PG
1631451,https://cdn.nba.com/headshots/nba/latest/260x190/1631451.png,Javonte Cooke,POR,BC,18,Winston-Salem,185,"6'6""",26,07/11/1999,0,SG
1641753,https://cdn.nba.com/headshots/nba/latest/260x190/1641753.png,Chris Livingston,CLE,FC,8,Kentucky,220,"6'6""",22,15/10/2003,1,SF
1631166,https://cdn.nba.com/headshots/nba/latest/260x190/1631166.png,Drew Timme,LAL,FC,26,Gonzaga,235,"6'9""",25,09/09/2000,0,C
1631214,https://cdn.nba.com/headshots/nba/latest/260x190/1631214.png,Alondes Williams,WAS,,31,Wake Forest,210,"6'4""",26,19/06/1999,1,SG
1642396,https://cdn.nba.com/headshots/nba/latest/260x190/1642396.png,Blake Hinson,UTA,FC,2,Pittsburgh,230,"6'8""",26,26/12/1999,0,PF
1631205,https://cdn.nba.com/headshots/nba/latest/260x190/1631205.png,Buddy Boeheim,OKC,FC,14,Syracuse,205,"6'5""",26,11/11/1999,1,SG
1626166,https://cdn.nba.com/headshots/nba/latest/260x190/1626166.png,Cameron Payne,PHI,BC,15,Murray State,183,"6'2""",31,08/08/1994,11,PG
1630625,https://cdn.nba.com/headshots/nba/latest/260x190/1630625.png,Dalano Banton,BOS,,45,Nebraska,203,"6'8""",26,07/11/1999,5,PG
1641794,https://cdn.nba.com/headshots/nba/latest/260x190/1641794.png,Dillon Jones,NYK,FC,33,Weber State,235,"6'5""",24,29/10/2001,0,SF
1630679,https://cdn.nba.com/headshots/nba/latest/260x190/1630679.png,Ethan Thompson,IND,BC,55,Oregon State,195,"6'4""",26,04/05/1999,0,SG
1642955,https://cdn.nba.com/headshots/nba/latest/260x190/1642955.png,Kadary Richmond,WAS,,,St. John's,205,"6'6""",24,25/08/2001,0,PG
1642933,https://cdn.nba.com/headshots/nba/latest/260x190/1642933.png,Keshon Gilbert,ATL,BC,,Iowa State,200,"6'4""",22,30/06/2003,0,SG
1643018,https://cdn.nba.com/headshots/nba/latest/260x190/1643018.png,LJ Cryer,GSW,FC,18,Houston,,"6'0""",24,09/10/2001,0,PG
1643133,https://cdn.nba.com/headshots/nba/latest/260x190/1643133.png,Lawson Lovering,MEM,,,Utah,,"7'0""",22,09/05/2003,0,C
1642502,https://cdn.nba.com/headshots/nba/latest/260x190/1642502.png,Malevy Leons,GSW,FC,33,Bradley,210,"6'9""",26,23/09/1999,0,SF
1630699,https://cdn.nba.com/headshots/nba/latest/260x190/1630699.png,MarJon Beauchamp,PHI,FC,0,NBA G League Ignite,199,"6'7""",25,12/10/2000,4,SF
1630695,https://cdn.nba.com/headshots/nba/latest/260x190/1630695.png,Micah Potter,IND,FC,11,Wisconsin,248,"6'9""",27,06/04/1998,1,C
1628964,https://cdn.nba.com/headshots/nba/latest/260x190/1628964.png,Mo Bamba,UTA,FC,,Texas,231,"7'0""",27,12/05/1998,7,C
1631116,https://cdn.nba.com/headshots/nba/latest/260x190/1631116.png,Patrick Baldwin Jr.,SAC,FC,,Wisconsin-Milwaukee,220,"7'0""",23,18/11/2002,3,PF
203552,https://cdn.nba.com/headshots/nba/latest/260x190/203552.png,Seth Curry,GSW,BC,31,Duke,185,"6'1""",35,23/08/1990,12,SG
1627746,https://cdn.nba.com/headshots/nba/latest/260x190/1627746.png,Skal Labissiere,WAS,,,Kentucky,235,"6'10""",29,18/03/1996,4,PF
1630649,https://cdn.nba.com/headshots/nba/latest/260x190/1630649.png,Stanley Umude,SAS,,17,Arkansas,210,"6'6""",26,12/04/1999,1,SF
1631211,https://cdn.nba.com/headshots/nba/latest/260x190/1631211.png,Trevor Keels,MIA,BC,3,Duke,215,"6'3""",22,26/08/2003,1,SG
1642400,https://cdn.nba.com/headshots/nba/latest/260x190/1642400.png,Tristan Enaruna,CLE,BC,21,Cleveland State,220,"6'7""",24,26/06/2001,0,SF
1631102,https://cdn.nba.com/headshots/nba/latest/260x190/1631102.png,TyTy Washington Jr.,LAC,BC,14,Kentucky,195,"6'3""",24,15/11/2001,1,PG
1642530,https://cdn.nba.com/headshots/nba/latest/260x190/1642530.png,Yuki Kawamura,CHI,BC,8,Yokohama B-Corsairs (Japan),159,"5'7""",25,02/05/2001,0,PG
1642468,https://cdn.nba.com/headshots/nba/latest/260x190/1642468.png,Darius Brown,CLE,BC,30,Utah State,192,"6'2""",26,28/07/1999,0,PG
1641761,https://cdn.nba.com/headshots/nba/latest/260x190/1641761.png,Grant Nelson,BKN,FC,16,Alabama,215,"7'0""",23,18/03/2002,0,PF
1630165,https://cdn.nba.com/headshots/nba/latest/260x190/1630165.png,Killian Hayes,SAC,BC,7,Ratiopharm Ulm,195,"6'4""",24,27/07/2001,4,PG
1641778,https://cdn.nba.com/headshots/nba/latest/260x190/1641778.png,Leaky Black,WAS,FC,12,North Carolina,209,"6'6""",26,14/06/1999,1,SF
1631466,https://cdn.nba.com/headshots/nba/latest/260x190/1631466.png,Jeenathan Williams,GSW,BC,19,Buffalo,205,"6'5""",26,12/02/1999,1,SF
1642967,https://cdn.nba.com/headshots/nba/latest/260x190/1642967.png,John Poulakidas,DAL,BC,,Yale,205,"6'6""",22,04/04/2003,0,SG
1642882,https://cdn.nba.com/headshots/nba/latest/260x190/1642882.png,Julian Reese,WAS,FC,,Maryland,230,"6'9""",22,30/06/2003,0,SF
1641807,https://cdn.nba.com/headshots/nba/latest/260x190/1641807.png,Norchad Omier,LAC,FC,,Miami,248,"6'7""",24,28/08/2001,0,SF
